frame_index,rmse,mae,l2_loss
0,0.5360655893205629,0.36881383260091144,0.12461734737693413
1,0.5336788727069113,0.3673677232530382,0.12405655497601056
2,0.5323458868531922,0.3666360643174913,0.12374071543669933
3,0.5337975150962567,0.36767590840657555,0.12407210776059287
4,0.534928297266735,0.36830355326334635,0.12432890793306822
5,0.5342241397752021,0.3677298227945964,0.12415921260577956
6,0.5332849162695049,0.36704627143012153,0.12393491623522188
7,0.5333530462118719,0.366890631781684,0.12394476143051895
8,0.5376883716368521,0.3695964813232422,0.12494624880326359
9,0.5413311824160785,0.3721183776855469,0.12578680588550123
10,0.5364216517280544,0.36880276997884115,0.12464018803994491
11,0.5307553250870269,0.3652313232421875,0.1233179322397757
12,0.5300312698384546,0.3651900397406684,0.12314419131781887
13,0.5331793761563498,0.36713104248046874,0.12387016393478478
14,0.5368240245796433,0.369081539577908,0.12471154269859358
15,0.5369565754876444,0.36891767713758683,0.12473705762247059
16,0.5336147757850127,0.36683985392252605,0.12395556912791515
17,0.5310208892449082,0.3657462226019965,0.12334792054159423
18,0.531333527823827,0.3664965311686198,0.12341548113941217
19,0.5329778758298809,0.36799274020724826,0.12379235784844658
20,0.535482799834371,0.36961983574761287,0.12436908925407804
21,0.5396770224124474,0.3710950215657552,0.12533808388189166
22,0.5434115353962942,0.3722259097629123,0.12620020215210434
23,0.5415216887687967,0.3707926008436415,0.1257560841833192
24,0.5388042230503671,0.36902749803331164,0.12511981541616238
25,0.539456951408004,0.36922192043728297,0.12526615024540938
26,0.5418750459934261,0.3705744425455729,0.12582239936692935
27,0.5450521066625851,0.37245186699761285,0.12655483706386367
28,0.5470816085722388,0.37378086513943143,0.1270207986177191
29,0.5478844617461345,0.37457775539822047,0.12720196703618375
30,0.546755338625995,0.37407925923665364,0.12693462891576193
31,0.5447750402652322,0.37306467692057294,0.1264697356446575
32,0.5428003820065797,0.3723720974392361,0.12600624832314167
33,0.5409680482928888,0.3718787299262153,0.12557585977618946
34,0.540284373753329,0.37181197272406685,0.12541213528384004
35,0.5416664319160148,0.3725687238905165,0.12572786071103786
36,0.545543510233251,0.3745396508110894,0.1266226049264639
37,0.5480469368713832,0.37584682040744355,0.12719834083650325
38,0.5459628390753389,0.37456660800509983,0.126709194870591
39,0.5435352276417864,0.37314097086588544,0.12614020553435662
40,0.5428058675740118,0.37262971666124134,0.12596516867412458
41,0.5421202301205691,0.37224392361111114,0.12580008249983549
42,0.5423068640434885,0.37276310390896267,0.12583719162590984
43,0.5433543201598089,0.3740258958604601,0.12607380943388416
44,0.5438425426243125,0.3753178066677517,0.12618043954680946
45,0.5433916843028097,0.37551456027560765,0.1260689994971336
46,0.5412993139091331,0.3729057312011719,0.1255765557922207
47,0.540026347612524,0.37087461683485246,0.12527407549506936
48,0.5391043285905194,0.3701407114664714,0.12505288544367849
49,0.5394491139209938,0.37051870557996963,0.12512539389467991
50,0.5406335221184243,0.37163619995117186,0.12539246913504287
51,0.5406286025126339,0.3724645826551649,0.12538351678434972
52,0.5399045795544538,0.37170325385199654,0.12520763678927097
53,0.5391888014403051,0.37041414048936633,0.12503353951530752
54,0.5378802076020596,0.36941295199924046,0.12472183008834936
55,0.5370382094583588,0.36864000956217446,0.1245182196863633
56,0.5374309722184153,0.36816190083821615,0.12460078254195109
57,0.538583834760093,0.36834030151367186,0.12485941954562478
58,0.5397186855781209,0.36873855590820315,0.12511374041123888
59,0.5395751481190224,0.3686335245768229,0.12507159461713585
60,0.5370626755266537,0.3674352010091146,0.12448027861964597
61,0.535025491077483,0.36692259046766496,0.12399908621261004
62,0.5337914009723851,0.3672300550672743,0.1237039624674665
63,0.5327705115674822,0.3677362230088976,0.12345814887526423
64,0.5322034072116393,0.36761822170681424,0.12331739273524567
65,0.5327145006252714,0.36712849934895836,0.12342634280749397
66,0.5331312193960569,0.366797849867079,0.12351328529766463
67,0.5324556519891379,0.3666876898871528,0.1233470519320295
68,0.5326833101615782,0.3667528788248698,0.12338995182978887
69,0.5333912301427302,0.36634945339626734,0.12354399108257748
70,0.5334992309679175,0.3657147725423177,0.12355895998750833
71,0.5336588581378858,0.3655628628200955,0.12358583616683265
72,0.5348958888018268,0.36621780395507814,0.1238621834067826
73,0.5363910324200476,0.3665938483344184,0.12419827315898598
74,0.5359775203273718,0.3658725314670139,0.12409242893524591
75,0.5334858835123016,0.3648229810926649,0.12350555983397349
76,0.531574125457446,0.3651707119411892,0.12305310081614357
77,0.53083280250926,0.36553963555230035,0.12287174886074502
78,0.5303332827967842,0.36489427354600695,0.12274653987620619
79,0.5308906087512628,0.36465704176161023,0.12286610014720235
80,0.5323988516054061,0.36510471767849395,0.1232058715726828
81,0.5334643123646903,0.365299563937717,0.123443339176302
82,0.5326100014030565,0.3644173516167535,0.12323677681756359
83,0.532521559906137,0.3637425316704644,0.12320766969227911
84,0.5357602611371405,0.36525200737847224,0.12394853276076914
85,0.5368150235100968,0.3657532162136502,0.12418430432255012
86,0.5363633945244451,0.3655154334174262,0.12407181691320285
87,0.5382719819468004,0.3668327331542969,0.12450548352685255
88,0.5415096153093623,0.36867086622450085,0.12524669046888015
89,0.544615558195227,0.37023578219943576,0.12595756035801095
90,0.5450141564260076,0.37100813123914933,0.12604242128451254
91,0.5381427874094774,0.36724989149305554,0.12444624679238052
92,0.5282137804317483,0.36141060723198787,0.12214338128102968
93,0.5247539609796215,0.36013971964518227,0.12133674892779499
94,0.5256660958825018,0.3609033372667101,0.12154117170958377
95,0.5278517598729147,0.36262423197428384,0.12204011636894925
96,0.531310233896367,0.3651277754041884,0.12283334867445089
97,0.5334253192095159,0.3663113064236111,0.12331600621053641
98,0.5325118891463817,0.36593526204427085,0.12309855943054346
99,0.5318851439000161,0.36598341200086804,0.12294743748110541
100,0.5330356879963427,0.36699710422092013,0.12320713775898293
101,0.5337235453767615,0.3678997887505425,0.12335987059819246
102,0.5343251304829735,0.36873626708984375,0.1234926487823698
103,0.5361708182301743,0.37012367248535155,0.12391288850520636
104,0.539300907016844,0.37236561245388455,0.12462989273343578
105,0.5416047280918327,0.37418195936414933,0.12515584023463286
106,0.5402117237985542,0.3738058302137587,0.12482745632512893
107,0.536265534257697,0.3719553629557292,0.12390912313640266
108,0.533586894795419,0.3711317698160807,0.12328372698543669
109,0.5337661496929635,0.37174771626790365,0.12331861287016105
110,0.5342352869767482,0.37218555874294706,0.12342043006891386
111,0.5338483707764647,0.37210125393337673,0.12332445633438707
112,0.5333730523896084,0.37193272908528646,0.12320804924087096
113,0.5326021029509899,0.37147640652126734,0.12302335670874201
114,0.5324759306863118,0.37159830729166665,0.12298764444861446
115,0.5331995875823847,0.37220399644639757,0.12314827042537341
116,0.533153459893173,0.37185211181640626,0.12313119012478342
117,0.5333644897579263,0.37189856635199653,0.12317361313440334
118,0.5340998783502117,0.37251163058810766,0.12333729122656116
119,0.5321734810430805,0.37102038065592446,0.12288648050934486
120,0.5300002813438452,0.3695538838704427,0.122378941932688
121,0.5292734914371438,0.36896175808376735,0.12220568860932593
122,0.528929926262343,0.3686293707953559,0.12212122555090149
123,0.5287456249139222,0.3685945298936632,0.12207386810022414
124,0.5286179107658111,0.3686811659071181,0.12203992960896656
125,0.528020760445945,0.3682438744439019,0.12189794882634097
126,0.5270389583438744,0.3676201714409722,0.12166754200653983
127,0.5265861890767428,0.36749017503526477,0.12155957811129431
128,0.5270960950751465,0.3679841783311632,0.12167412477199921
129,0.5291956055104781,0.3700996398925781,0.12215587012599932
130,0.5312277795470398,0.3716336568196615,0.12262227711319995
131,0.530327248618919,0.3697707282172309,0.1224119210501129
132,0.5293366727299255,0.368548329671224,0.122180959579987
133,0.5285147668882129,0.36793585883246527,0.12198904026758084
134,0.5272534001819924,0.36704796685112845,0.12169578601436865
135,0.5257352534582277,0.3660196516248915,0.12134328662575383
136,0.5258333001235008,0.3662454393174913,0.12136381017505324
137,0.5273781495981903,0.3674758063422309,0.12171820820546561
138,0.5292619193946312,0.3688833448621962,0.1221507693220113
139,0.5307806996392046,0.370004145304362,0.12249902186541473
140,0.5313741102665595,0.3700000339084201,0.12263364223807074
141,0.5316648770644026,0.3697091844346788,0.12269837873606868
142,0.5318477284838234,0.3696303473578559,0.12273819696109013
143,0.533456426561706,0.3702807108561198,0.12310708265117516
144,0.5350037245259316,0.3709371778700087,0.12346184226529747
145,0.5349994067607692,0.3710502200656467,0.12345861192620425
146,0.5351065285410065,0.37124099731445315,0.1234812005956764
147,0.5349896619516888,0.370867665608724,0.12345222781755336
148,0.5344178537656676,0.3701159159342448,0.12331843724364529
149,0.5320387625790157,0.36843978034125435,0.12276778068735669
150,0.529126559762598,0.36672965155707465,0.12209429541188713
151,0.5283619686994802,0.366689215766059,0.12191656754635394
152,0.5289801882275157,0.36751878526475695,0.1220581083968959
153,0.5306985623536221,0.3685540093315972,0.12245371244179376
154,0.5348862609700115,0.3714054955376519,0.12341932043229212
155,0.5386205264999762,0.37386004130045575,0.12428058199871182
156,0.5376005093541836,0.37260674370659724,0.12404513253046771
157,0.5339793981037881,0.36983829074435765,0.12320980853715795
158,0.5307749899716298,0.3676000807020399,0.12247097241573048
159,0.5290379565442523,0.3663041432698568,0.12207101892751493
160,0.5288445561169229,0.36638853285047746,0.1220275709064613
161,0.5290642346341625,0.36644185384114586,0.1220797215233769
162,0.5307382749425431,0.36743062337239585,0.1224677617449405
163,0.5338626420503552,0.36970397101508246,0.12319074349106415
164,0.5349780154836096,0.37058126661512586,0.12345036506217111
165,0.530355500767184,0.36703287760416664,0.1223860683749897
166,0.5257113688185957,0.3637410905626085,0.1213168654992929
167,0.5243036647647451,0.36302757263183594,0.12099455116546172
168,0.5251792964855253,0.36417066786024305,0.1211991865844522
169,0.5255960824586572,0.3643951839870877,0.12129789245357055
170,0.525523015028146,0.3637908935546875,0.12128344963949021
171,0.5262108458357483,0.3635637919108073,0.12144446803753109
172,0.5268857120557761,0.36332083808051213,0.12160234232082448
173,0.5250125500021656,0.36165491739908856,0.12117193843832279
174,0.5223331676256493,0.35969984266493055,0.12055518652901671
175,0.5214980296277244,0.3591451856825087,0.12036383188772144
176,0.5214984766481834,0.35915904574924046,0.12036502979571541
177,0.5207350574599494,0.358188968234592,0.1201896311194061
178,0.5205341547951705,0.357529788547092,0.12014375186624209
179,0.5213583372840385,0.3578240288628472,0.120334192454685
180,0.5214215631712835,0.3576210445827908,0.12034868503270041
181,0.5200388227136978,0.3562286800808377,0.12002913533442176
182,0.5201564000974488,0.35591922336154513,0.12005557117816068
183,0.5204544113150257,0.35589048597547746,0.12012336194507484
184,0.5209475379347458,0.3559714847140842,0.12023592813562364
185,0.5224918661341282,0.35684229532877604,0.12059089664478535
186,0.523597442331617,0.357459470960829,0.12084441454358899
187,0.5238353830204979,0.35756717258029513,0.1208975352335407
188,0.5232417460195247,0.35728759765625,0.12075862282697428
189,0.522992209440307,0.3572877671983507,0.12069907225910038
190,0.5235494161878059,0.3576236300998264,0.12082564928454786
191,0.5239149557249232,0.3580244700113932,0.12090798952651105
192,0.5237824222439882,0.3582678900824653,0.12087540712944844
193,0.5241119543812838,0.35868199666341144,0.12094952415600173
194,0.5250887760408394,0.3591812981499566,0.12117307915669205
195,0.5268255153559855,0.3600610944959852,0.12157208989466621
196,0.5273814045841493,0.360395261976454,0.12169872011620704
197,0.5263053208140983,0.35952936808268227,0.12144890383802921
198,0.5255579572053266,0.35884662204318574,0.12127510497388372
199,0.525941462777311,0.35886756049262153,0.12136241838931441
200,0.5273449556313379,0.3594823201497396,0.1216852732915664
201,0.527777458770834,0.3596087137858073,0.12178426014919118
202,0.5269481540876239,0.35895665486653644,0.1215922894772159
203,0.5262693208403143,0.35861820644802517,0.12143524436532917
204,0.526121328635777,0.35854191250271267,0.12140090406810862
205,0.5277713351386284,0.3595609876844618,0.1217816832719917
206,0.5299154035762446,0.36106897989908854,0.12227669304660627
207,0.530850069190419,0.361777581108941,0.12249286494818792
208,0.5314254770125358,0.3623085021972656,0.1226263448772774
209,0.5309996170709878,0.3622522989908854,0.12252895316936631
210,0.529601287577467,0.3615492502848307,0.12220729573861312
211,0.5288562975831724,0.36131973266601564,0.12203651910700379
212,0.52919524508623,0.3617619832356771,0.1221159568544735
213,0.5300722918200806,0.3624376508924696,0.12231961345986875
214,0.5311739599123992,0.36342171563042536,0.12260799907447559
215,0.5316621266393434,0.3639531453450521,0.12273412208038406
216,0.5317191053657043,0.364119381374783,0.12275374780464744
217,0.5308260354139746,0.3635662078857422,0.12255162191974961
218,0.530203332983594,0.3632072448730469,0.12238654447235002
219,0.5307028352434109,0.3637535095214844,0.12249513618376948
220,0.5323469816308288,0.36565848456488714,0.12287268270651734
221,0.5359842816921807,0.36928202311197916,0.1237116567760095
222,0.5369695801346321,0.3694877200656467,0.12393874199518176
223,0.5350378692946123,0.3667138841417101,0.1234923766626052
224,0.5331365460696723,0.3648384094238281,0.1230526975351364
225,0.5319825152437485,0.3642228020562066,0.12278514032950798
226,0.533529658740395,0.3658572726779514,0.12314064288839922
227,0.5344521350972556,0.3666622585720486,0.12335160773955511
228,0.5336081432600007,0.36537217034233943,0.12315455130585862
229,0.534130152874202,0.36510501437717013,0.12327248924382263
230,0.5357986294991388,0.3659832000732422,0.12365479323316039
231,0.5361989601029996,0.3662857903374566,0.12374427859099303
232,0.5349382412797826,0.3654216766357422,0.12345035069503721
233,0.5342672991770538,0.36465331183539496,0.1232925165151561
234,0.5344795149630597,0.364235602484809,0.12333853660421616
235,0.5333012690442259,0.36330943637424046,0.12306376242521631
236,0.531329977959058,0.36230172051323783,0.12260614003388541
237,0.5315686037197945,0.36295543246799045,0.12265859743827755
238,0.5331365261941234,0.36459231906467016,0.12301793896321993
239,0.5350933597981634,0.3662147945827908,0.12346715210780924
240,0.5356651986051967,0.3665579054090712,0.12359696493074387
241,0.5348911937696893,0.3659979078504774,0.12341643941374536
242,0.5354747854470921,0.3667796664767795,0.12354933881362827
243,0.5380740232662128,0.3692295074462891,0.12414750234007431
244,0.5407227924470687,0.37153667873806423,0.12475729880968739
245,0.5407306898587115,0.3724715338812934,0.12475795191183643
246,0.5392628074904988,0.37222205268012154,0.12441828787352652
247,0.5378884028488352,0.3706691741943359,0.12410035737350769
248,0.5387202799841391,0.3705230712890625,0.12429159427416019
249,0.5406518673452946,0.37153388129340276,0.12473667609103985
250,0.541571975647612,0.3722355312771267,0.12494849551809484
251,0.5409815441281149,0.37252074347602,0.12481191547053781
252,0.5405460405356308,0.3730101267496745,0.12471117267514994
253,0.5389598804044201,0.3722273932562934,0.12434503983264104
254,0.5362083272246005,0.37046144273546006,0.12371011751023302
255,0.5344210460472895,0.36930270724826386,0.12329771169688779
256,0.53383975622065,0.36884723239474826,0.1231636350411064
257,0.5346870091501253,0.3693480173746745,0.12335939319252184
258,0.5373255562420627,0.37113850911458335,0.12396833655521879
259,0.5393412436025834,0.37256885104709203,0.12443371790057123
260,0.5397640755267761,0.37254452175564234,0.12453175648107577
261,0.5397464461471444,0.37248734368218317,0.1245283129610682
262,0.5401867334078743,0.37319598727756076,0.12463065752484719
263,0.5396062347775828,0.3736065758599175,0.12449756934538009
264,0.5385532990311659,0.3739011552598741,0.12425553590563293
265,0.5386877455788935,0.37451171875,0.1242874779934923
266,0.5390085190237596,0.37460373772515193,0.12436242225258423
267,0.5391068838033614,0.3745830535888672,0.12438605214448635
268,0.5394572656908228,0.37546522352430556,0.12446782976386121
269,0.5420345524296036,0.37892701890733504,0.12506337509050888
270,0.5432570365274113,0.3803882175021701,0.12534628720503407
271,0.540315164657895,0.3767882876925998,0.12466824616126176
272,0.5391571993736086,0.37436069912380643,0.12440170078409542
273,0.5420052668279208,0.37550455729166665,0.12505934466626245
274,0.5451827153800299,0.3773735894097222,0.1257928536480576
275,0.5461608098491826,0.37818497551812064,0.126018756637892
276,0.5448780815486801,0.3773856692843967,0.12572289050074173
277,0.543728742512818,0.3766003078884549,0.1254577084567357
278,0.5433579474804516,0.37624554104275176,0.12537207132920158
279,0.5417802740437141,0.3748945024278429,0.12500786018767854
280,0.5409980364043272,0.37407705518934464,0.12482709235948815
281,0.5423084858159398,0.37477010091145835,0.1251290755769152
282,0.5431320713228175,0.3752433776855469,0.12531858164752874
283,0.5427682288293119,0.3749463399251302,0.12523396883114876
284,0.5419915423231896,0.3745160844590929,0.12505395028258842
285,0.5408023883761824,0.3737766265869141,0.12477853436185274
286,0.5402200209803221,0.3731530931260851,0.12464290512006719
287,0.5408419272470316,0.37346360948350693,0.12478489016530829
288,0.5410002692866914,0.3738919576009115,0.12481964003973184
289,0.5404410557082941,0.37421612209743926,0.12468854758656567
290,0.5398713706704354,0.3740884992811415,0.12455474316109767
291,0.5394018705159671,0.37273966471354164,0.1244437224396434
292,0.5400463616519985,0.37206793891059026,0.1245894174715489
293,0.5401863803171487,0.3716493394639757,0.12461841370335835
294,0.539045909190142,0.37052383422851565,0.12435174805925009
295,0.53703953144376,0.36927659776475696,0.12388509582820917
296,0.5366159152088744,0.3697037590874566,0.12378334524323906
297,0.536396465005462,0.36943893432617186,0.12372851193037768
298,0.5347543858134325,0.367291259765625,0.12334533523459762
299,0.5336664034008654,0.36594297620985244,0.12308981691096135
300,0.5340041035317092,0.3662274678548177,0.12316293251731866
301,0.5359653022062152,0.3684257507324219,0.12361028891760815
302,0.5379877602824795,0.37125473022460936,0.12407156448093618
303,0.5381518253419469,0.3717672559950087,0.12410406139994555
304,0.5373898809825136,0.3701482984754774,0.12392284382020967
305,0.5370184976780742,0.3684354994032118,0.12383155298824558
306,0.5378038045576873,0.36801439921061196,0.12400683102460976
307,0.5396078253923022,0.3690238104926215,0.12441687295481425
308,0.5418907680072593,0.37072198655870225,0.12493720243062637
309,0.543028191378129,0.3716133117675781,0.12519331617089208
310,0.5402666436720376,0.36956702338324654,0.12455050803546393
311,0.5364035371614937,0.3668554941813151,0.1236538276824409
312,0.5358549904092783,0.36686342027452257,0.12352128327898823
313,0.5368817778517114,0.3684665679931641,0.1237518912334217
314,0.5376285172621644,0.3697747124565972,0.12391796275188831
315,0.538640100963422,0.3709394243028429,0.12414507051597556
316,0.5385718528408924,0.37084808349609377,0.12412332454354237
317,0.536857106161389,0.3689015706380208,0.1237221575445446
318,0.5356779972279415,0.3673280080159505,0.12344449878520068
319,0.5365155532097758,0.36768379211425783,0.1236316097746265
320,0.5381681089896805,0.36916787889268665,0.12400654384899755
321,0.5385970165307457,0.3695040808783637,0.12409951003891295
322,0.5377273512458579,0.3679120381673177,0.12389326263137447
323,0.5375626244152264,0.36699354383680555,0.12384944603702011
324,0.5380089531097992,0.36709357367621526,0.12394643141992831
325,0.53846380678102,0.36736505296495225,0.12404539452877013
326,0.5376844301641738,0.36700414021809896,0.12386006765759813
327,0.5381151804100078,0.36817711724175345,0.12395356524008432
328,0.540276607107917,0.37020772298177085,0.12444578521148658
329,0.5410564212895075,0.37030622694227433,0.12461980741976893
330,0.5419058638400348,0.3703241984049479,0.12480993146754747
331,0.5429754633377942,0.370804935031467,0.12505081172807023
332,0.5439737144739387,0.3716332329644097,0.12527527445655803
333,0.5453710214327573,0.37276424831814237,0.12559163813952626
334,0.545576063100016,0.37268909878200956,0.12563337708251074
335,0.5446550926245664,0.37128147549099394,0.1254157598198414
336,0.5440539060076162,0.37022009955512153,0.12527168961343954
337,0.544312845704585,0.37000469631618926,0.12532553349062606
338,0.5446556179150867,0.3703703138563368,0.12539848781728055
339,0.5447712473206353,0.37134797837999134,0.1254189209904981
340,0.5465838526204566,0.3740963829888238,0.12582973635793154
341,0.5484713648683148,0.37634718153211805,0.12625743734773204
342,0.5478620069191587,0.3757476806640625,0.12610997317973385
343,0.5467107423211238,0.37491060892740885,0.1258374444025352
344,0.5467183012728979,0.37586216396755645,0.12583128821888057
345,0.548267579933623,0.37824969821506077,0.12617959851008964
346,0.5487101641161505,0.3793875800238715,0.12627285539101135
347,0.5467640016322424,0.37818603515625,0.12581611995443062
348,0.5449681732186155,0.3763550228542752,0.1253937150767305
349,0.5427988593125515,0.3735443539089627,0.12488514118765048
350,0.5394638263028605,0.37031228807237415,0.12410813854577171
351,0.5361886639851969,0.36806712680392795,0.12334471043694448
352,0.5346336170233755,0.3677622477213542,0.12297674999610925
353,0.5353521602577331,0.3692261589898003,0.12313146102363941
354,0.5372393308692249,0.3715690612792969,0.12355462209323292
355,0.5384833082286128,0.37298194037543403,0.12382957064459656
356,0.5384328312842708,0.3727291531032986,0.12380662931492278
357,0.5383274540220907,0.3727569580078125,0.12377092086821607
358,0.5397126777988663,0.37421112060546874,0.12407777641195232
359,0.5416602696750168,0.37578413221571183,0.12451375640920391
360,0.5416837640656019,0.3752899169921875,0.1245072917582664
361,0.5400692983988491,0.3734424591064453,0.12412513232043727
362,0.5387180769909058,0.37214236789279515,0.123802713855346
363,0.5385412967565018,0.37216097513834634,0.12374998933036506
364,0.5394248739547642,0.37355109320746527,0.12394079353549459
365,0.5418157910210255,0.3767335255940755,0.12447779041488938
366,0.5435840026891894,0.3783320109049479,0.12487155267550143
367,0.5425722816859977,0.3760459476047092,0.12462658171325916
368,0.5400040173479258,0.37234056260850695,0.12402406156636087
369,0.5364524865680577,0.3689914279513889,0.12319573238278587
370,0.5336820694088346,0.367444101969401,0.12254682348689873
371,0.5349458081140697,0.36968587239583334,0.12282417193350018
372,0.5379104072567106,0.37262051900227866,0.12349184991521267
373,0.5374858607914005,0.3714405483669705,0.12338131970216758
374,0.535842868370068,0.3690583123101128,0.12299109956023552
375,0.5351916719889523,0.36820526123046876,0.12282857205408622
376,0.5361187202471442,0.3685400644938151,0.1230282425339291
377,0.5392445132595847,0.3709173838297526,0.12373240647926445
378,0.5413265040488331,0.37305692036946614,0.12419696347923721
379,0.540549471068283,0.3724517822265625,0.12400724789001193
380,0.538537755050571,0.3705376942952474,0.1235331602363057
381,0.5367292096832266,0.3685169219970703,0.12310543967657425
382,0.5356182545163358,0.3669207255045573,0.12283772469602408
383,0.5352886992042408,0.3664456685384115,0.12274922932482417
384,0.5360816398430587,0.3673537360297309,0.12291812960740385
385,0.5364566346175572,0.36777301364474824,0.12299116231524108
386,0.5362394114577493,0.36776165432400176,0.1229284072868374
387,0.5381248686196244,0.3696068657769097,0.12334765934342676
388,0.5407124844856414,0.37200842963324654,0.12392779907993433
389,0.5402890219195278,0.3716146257188585,0.1238184544754146
390,0.5397342740790771,0.37063717312282984,0.12367869453640093
391,0.5397258319996886,0.3704698774549696,0.12366419185280507
392,0.5369116389490995,0.36823026869032116,0.1230071415893673
393,0.5320961789198904,0.36437000698513455,0.12189207816616418
394,0.530859790184614,0.3633430904812283,0.12159738902836553
395,0.5346787251978005,0.3663569132486979,0.12246100061819376
396,0.5406169011189893,0.37135721842447916,0.12381020509597761
397,0.5437056093377921,0.37408604092068143,0.12450707923075185
398,0.5427304117564978,0.3732691446940104,0.12427371453539997
399,0.5403422278257161,0.3714897155761719,0.1237173027419223
400,0.5386106701440806,0.37059538099500866,0.12331257861582624
401,0.5399577644691127,0.37259695265028214,0.12361226175340621
402,0.5465838526204566,0.3790325164794922,0.1251205074329735
403,0.5519801013326954,0.38349020216200086,0.12634737401617943
404,0.5493309266985177,0.37990701463487414,0.12573295074309143
405,0.5437427154871549,0.37420175340440537,0.12444628318261453
406,0.539721394946885,0.37052663167317706,0.12351863789889088
407,0.5376597953053015,0.3688763088650174,0.12303981913771042
408,0.5378679933006154,0.3691888597276476,0.12308066839803697
409,0.5389296412489188,0.37051925659179685,0.12331697939172054
410,0.5394617834861093,0.3712337493896484,0.12343225852108802
411,0.5387949010592469,0.37066209581163195,0.12327334297867977
412,0.5375118244457507,0.36988067626953125,0.12297363880356228
413,0.5384784476917086,0.37123968336317276,0.12318881355485534
414,0.541761967027126,0.37507061428493926,0.12393259199264106
415,0.5461407676518599,0.37988399929470484,0.12492770624059937
416,0.547746836519433,0.38190833197699653,0.12528908458393265
417,0.544265440407642,0.37880918714735246,0.1244872473045606
418,0.5423953314858783,0.3767193688286675,0.12405438333248342
419,0.5463897198945107,0.37966605292426214,0.12496315918911662
